persona_id,profile_id,gender,economic_status,political_spectrum,personality
2521df93-15c5-421c-a943-c6c7c138f955,057b7db1-0b35-4d14-be8e-513028c61ce4,Female,Low income,Conservative,Pragmatic
fb050c10-0294-4570-ab7c-fed31ca381b5,057b7db1-0b35-4d14-be8e-513028c61ce4,Female,Low income,Conservative,Pragmatic
3f7ed3ce-11e3-4c77-9465-8265799b3c4c,057b7db1-0b35-4d14-be8e-513028c61ce4,Female,Low income,Conservative,Pragmatic
ff5cf906-6194-4312-90b1-6a0a8a36e681,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
89e389b8-79c7-4df7-9301-db133bc99fd1,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
4dbe98f2-cb59-4194-9425-6adfcb40d291,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
c1a53c43-a957-4fd7-bbc9-478d1e5a760e,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
2c82bffe-729c-4b1f-aeaf-6981576b6fd8,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
db65d3fe-d9fa-4f8b-bd41-9aefa54a53ba,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
7969af6b-ffb7-4fa6-8a28-1e6456defc81,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
d2a0a827-81d6-4e98-9a65-97579e5fac47,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
27edd9cc-d0ce-420d-bd40-063f8cbc0674,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
04f4148a-4acd-4716-b995-adc39a9f457e,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
dafc1713-23d0-4987-85fa-9b23b9caf585,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
6d808c8b-db5e-4efb-895a-7a70e68ee3a7,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
8a20a240-eab9-48df-806e-e44bc083fdc4,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
e48631d0-34a0-476c-a52c-5006282356d9,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
c5152c6e-b1ee-4542-b2d8-ca93a8a99bd5,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
df445666-c633-4b00-870c-429d6b5864ef,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
77aa2b80-a434-48d8-a589-2a311fc33b10,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
f65ed92f-9ab1-4faf-b524-63134bb30c37,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
eb2c5a23-dc5b-45f5-896d-c10be22da747,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
f16c77a3-dcc5-4e2d-9b78-098e40de7977,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
aaad170d-0de2-4c66-82ce-0a348034cd15,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
c0279f47-9016-455f-8742-a960e4726e2d,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
08f21ba2-249c-42c3-ba63-625d70cc5252,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
f7d77667-0c9a-486e-9b88-57e2298c1e7e,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
325e6b5c-8c63-4e81-b32e-80396db9d036,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
69c1cf59-2d84-401b-ac44-d432713cd8d5,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
e61cd1a9-52c5-4bf9-8b68-c65a3d4ea865,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
f0e74e76-ff72-40b9-891b-8b9592635b8e,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
a3abefa9-9b96-455c-9e04-5b0fe8319f10,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
131020b6-4f10-4bb6-8676-75ebcc3e9e59,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
19ba294d-3568-4a90-9c54-f41404909189,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
ddf456bf-5b21-41cd-83a4-7f58086f7a7d,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
d93a4bbc-9ce6-453a-8282-6fe5dfd3f768,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
ea6a29b9-63e5-4d2f-8940-8dc22d28d932,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
4983571b-3da8-4440-95f3-baad477c754b,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
13b12bfc-1e1c-4f80-ad97-94649c787036,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
1a2c9f43-e4ea-4e08-a742-ed2f66863d26,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
e1f7096f-d687-441d-bf76-1732f67ef867,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
6b9a3554-fc10-445c-ac36-b0951cef7a98,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
ade177f1-8174-47ed-83ae-91ea1eb8c298,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
c161371b-1ae2-438e-a6cc-2cae861e09d0,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
9e3ee106-c42b-4bca-a852-eae9e8201800,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
7a260c86-8a6a-4b42-bb69-e7dc6a0f3572,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
922da0aa-c420-437d-aaf5-ae118a574d15,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
f56eeace-7707-4fb0-a2ad-7d93a27a8036,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
d01aeec4-c075-424e-9f1d-c76456f735a2,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
394ec88f-7083-4f37-aa43-bad2fc7cdac4,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
2188c85c-1a80-4bdf-9f6b-054ddf45a139,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
7e84c7fc-5e59-4fe0-8487-b660cb9af22c,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
eb13d915-9a63-4307-a3c8-3cf8b45efa2d,0c54b3ef-b16a-4771-b506-82180010223c,Female,Low income,Progressive,Empathetic
c832ae7c-c303-4c61-becb-a111e31acef3,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
8d9dfe3c-8306-4a0a-b285-57ab24063dcc,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
eb36ba07-c6c1-4593-a79d-7229e8772f98,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
0e88eb65-2be0-4a52-bf30-634538e72a61,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
4de4478d-c300-4089-90b0-3f281eff4d97,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
efab638c-4451-4c2e-9ae2-c93b07f0dda2,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
188cd82c-04f8-4fe8-871d-52fb6c4c6bfd,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
d438b4d0-e48e-4ce6-94df-581bda1aa156,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
529a2a78-e090-4d34-a390-2250bae58660,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
105a71b1-11b9-4dc2-b89e-e76537a93b33,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
9b01d475-8658-4c29-8ac3-dca8262a86a9,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
d8272c35-07ff-488e-8dec-2c70a1f0dc2a,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
5fe712a2-ea05-4812-9047-f0bb98f202bf,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
1ff5ae1d-29c3-4aed-8134-0cc2d127e4c9,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
0eb7fb3c-6242-4d5d-a0de-12a56f130fdf,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
f6417127-9134-44c3-a3c3-2022fa1fc3d2,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
2cd2d901-4231-41c4-998b-2a8aaf4b50a6,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
64ffeb9c-4589-43d1-815e-321b2e2fcde4,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
adf1962f-73c0-4b7f-b834-ffd0a72d85f9,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
3de6ebe7-b4c9-4427-8e1f-f20e76fcdede,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
543b7720-97c5-4241-af83-64032232081d,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
5a75a371-aa2a-4fe5-833c-d4a3d705c6ff,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
965dc732-123d-4bf5-9b8f-8679debc6fef,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
88fd015b-f489-4470-8267-7c02559a017a,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
d225f82c-628b-4553-b6dc-693753b0338c,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
aed9ee38-850d-47a7-8a1b-a83f42e0ccdc,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
6118f246-2a8d-4e32-8a61-98eb670cd761,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
35892068-77dd-4bba-9a95-bf8dcc717a8e,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
9b67eb0c-4737-47db-9847-96c7c9e2c416,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
f91e00d5-590d-4882-8b70-6cd94e08c0b2,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
f98cc91a-af99-4d1a-8d10-a1a0c727bdd5,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
cfd19e0b-2923-45cd-9b1f-aff12315f1d3,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
992e1acf-30e2-4af0-9878-06e4a65f4dbf,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
27182397-2aa2-4716-a66c-9116c67eff03,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
c344efd7-54bb-4171-86db-6e3e0b5865d1,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
d32b6edc-ae82-4071-a217-7c69ba29fd77,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
456bc430-6a6f-4b89-b3fe-9cb990ab4e5d,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
a7db2b6b-97a7-4dad-a2e6-07d1ddb3c858,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
05e16636-4fe4-43c2-8418-9837e2e0161b,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
0e1c0ccb-bb0e-4066-b23a-4c10c96d1aec,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
8e96d3e9-932a-4148-ad9a-27c90ce422f4,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
2b2c258c-3506-4581-8f1c-48314a24877d,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
1ec4305e-c144-446e-99dd-897aa8262771,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
ddfbcdfa-5c5d-49b6-b130-3ca7a0bb3f72,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
c38069d0-1796-4b4a-a1f3-4b700f4b50bd,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
f8cb65d3-5f2e-4177-82ef-e5c998c54b40,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
8300e66d-77ee-41a7-886e-24f130647d22,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
af06de44-1e35-4373-90bf-f8b72eecc8da,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
ee3939c0-454a-47e5-855c-d2aa234c219f,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
96764a06-89f3-49ad-a1db-c0e1bc11bc88,1d4fa50e-1266-4a25-aea6-3f38ac9f0dfa,Male,High income,Conservative,Pragmatic
5b06fefe-9a2a-4c30-a835-5dfa9e767bfe,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
8786b267-482b-47be-b097-901040120c07,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
aa37c462-d771-411e-a4b4-6d66621ad4b7,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
e594fcc8-5107-4999-b4cd-676640cd0747,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
ed595d75-3ed9-4171-a0a0-f87007126769,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
86ad5bcd-5af8-4e6c-b515-701d930682dd,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
f6e91565-339b-434b-ab91-72ece42e8726,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
f954b036-5540-493a-beec-a558171bc2ec,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
4ed2542c-5eb5-4a26-af25-5e04db9daea7,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
cddead2f-0055-4cef-bdf7-f749801799ba,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
3bc47c64-1789-4142-8f6c-816415c03984,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
f0b26d3a-df84-4331-ac98-6cd28318d7cf,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
77c6718b-c5e7-41a1-9eb7-db9a6460d2a9,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
93139849-6f02-4aa6-9f29-d522432e0ae0,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
ac853000-21b0-4bdc-acbc-37c713fdb8da,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
04254e22-d48c-4a9c-9554-aceb64767aed,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
7b10cbdd-8b8e-4189-bd55-bb628197c627,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
e92f0d4b-e967-4c98-a422-52325e0ecc93,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
655d9d7e-2204-4baa-bcdb-7ab31561f6c6,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
1a304c31-f51a-4aca-9b52-1a5b394f3b38,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
bc0bf42f-fb92-4faa-9a61-66e1129f778c,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
3c15e883-891c-48db-9181-52752f98b3d5,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
a32c9e19-274d-45b7-917f-e30d939b790e,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
9374b12b-c9fb-40a3-abe8-3327112b3f98,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
ac3d74bd-1eff-48d4-9e63-1932d05c9736,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
0eb57e08-a8b5-40ac-b915-97e3b9832236,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
ec767fd4-2a68-4ac8-9086-f2687726b0e4,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
d2aff928-4a62-4045-bae7-e1f88ad7aac4,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
7d360a99-97dd-4b50-b949-acab4c7af11a,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
970e6336-4973-448e-bab9-2a8a67433a64,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
7ed4dc33-379a-4e0c-9b9c-c4d888071bd5,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
94c5ab55-be68-4dc0-9baf-6407547bcc67,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
00056301-002b-4188-ae79-f94a05a481f2,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
ee4c8ccd-aec3-4f7f-b354-acf2a44fe64e,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
91275513-176e-41ef-9b13-2127de204039,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
cbc3c704-0a0e-4881-abef-2f21f33b5bb3,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
ec5187ae-fcee-4485-9115-93b89ee97e67,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
eb19e7d8-12b3-4102-adff-d3568e55c617,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
12bf9dd2-a4e2-482b-a52d-a5d938907384,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
78bdfa98-9394-422e-bf1b-2447fa84b702,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
0a55bdd6-9d05-4bb6-b792-84b1950094db,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
28d5ce1c-613b-4312-91fe-9fe21090a275,23fc49cd-9c4a-4ebc-b412-b675e3688393,Male,Low income,Progressive,Pragmatic
